OrderID,CustomerID,CustomerName,Email,DateOfBirth,OrderDate,ProductCategory,Price,Quantity,PaymentMethod
ORD10406,CUST1056,Nina Kim,nina.kim@example.com,2001-07-27,04-24-2024,books,68.69,2,Cash
ORD10455,CUST1105,James Rossi,james.rossi@example.com,1984-01-28,2024-01-24,Sports,34.09,3,PayPal
ORD10388,CUST1038,John Patel,john.patel@example.com,,30/09/2024,Clothes,,5,Debit Card
ORD10285,CUST1285,Li Brown,li.brown@example.com,03-04-1975,01-17-2024,Beauty,113.99,5,Cash
ORD10031,CUST1031,Emma Chen,emma.chen@example.com,2005-07-05,05-Jan-2024,Home & Kitchen,31.95,5,PayPal
ORD10457,CUST1107,Sara Ivanov,sara.ivanov@example.com,,24-Apr-2024,sports,46.79,5,
ORD10122,CUST1122,Wei Wilson,wei.wilson@example.com,2001-01-16,08-17-2024,Book,22.72,5,Credit Card
ORD10432,CUST1082,James Davis,james.davis@example.com,04-17-1965,2025-01-20,Book,5.0,5,
ORD10116,CUST1116,Sara Patel,sara.patel@example.com,29-Jun-1974,12-19-2024,Book,59.05,3,Credit Card
ORD10482,CUST1132,Maria Ivanov,maria.ivanov@example.com,10-28-1976,15-Oct-2024,Book,21.33,5,Credit Card
ORD10217,CUST1217,Carlos Wilson,,08-12-1955,14/06/2024,Home and Kitchen,26.82,3,PayPal
ORD10265,CUST1265,David Johnson,david.johnson@example.com,12-22-1997,04/11/2024,Beauty,42.42,3,PayPal
ORD10210,CUST1210,Fatima Sato,fatima.sato@example.com,08/01/1964,18-Jun-2024,Electronics,,2,Cash
ORD10317,CUST1317,Emma Wang,emma.wang@example.com,1979-05-03,08-01-2024,Beauty ,70.46,5,Credit Card
ORD10385,CUST1035,Carlos Garcia,carlos.garcia@example.com,17-Sep-1991,04-12-2024,Sports & Outdoors,27.23,2,Credit Card
ORD10002,CUST1002,Nina Sato,nina.sato@example.com,29/05/1963,2024-01-17,Electronic,,1,UPI
ORD10314,CUST1314,James Rossi,james.rossi@example.com,22-Dec-1959,09-18-2024,Beauty ,74.41,2,
ORD10023,CUST1023,Priya Ivanov,priya.ivanov@example.com,20/10/1964,01-07-2025,electronics,52.03,4,Debit Card
ORD10318,CUST1318,Anna Wang,anna.wang@example.com,1990-12-20,2024-09-21,Book,40.69,3,PayPal
ORD10320,CUST1320,Li Rossi,li.rossi@example.com,13/07/1972,07-Jul-2024,Sports & Outdoors,1383.0,1,Debit Card
ORD10008,CUST1008,Yusuf Müller,yusuf.müller@example.com,29-Aug-1969,30/09/2024,Home and Kitchen,73.02,5,Debit Card
ORD10070,CUST1070,Wei Wang,wei.wang@example.com,31/10/1998,03-Jan-2025,sports,30.65,4,Cash
ORD10142,CUST1142,Aisha Khan,aisha.khan@example.com,05-06-1986,28/09/2024,Sports & Outdoors,89.21,2,PayPal
ORD10087,CUST1087,Anna Kim,anna.kim@example.com,,11-Aug-2024,home kitchen,77.46,3,Credit Card
ORD10353,CUST1003,David Brown,david.brown@example.com,15-Jun-1959,2024-05-01,Beauty ,,4,Debit Card
ORD10479,CUST1129,Wei Chen,wei.chen@example.com,02-28-2005,10-08-2024,home kitchen,142.37,3,Debit Card
ORD10242,CUST1242,Carlos Smith,carlos.smith@example.com,25/06/1981,13-May-2024,electronics,46.56,4,UPI
ORD10472,CUST1122,Raj Davis,raj.davis@example.com,10-07-1977,11-Oct-2024,Beauty ,5.0,4,Debit Card
ORD10216,CUST1216,Anna Hassan,anna.hassan@example.com,05-15-1993,23-Nov-2024,Home & Kitchen,72.77,1,Debit Card
ORD10069,CUST1069,James Ali,james.ali@example.com,07-14-1985,06-30-2024,ELECTRONICS,60.85,5,Debit Card
ORD10051,CUST1051,Aisha Rossi,aisha.rossi@example.com,20-Nov-1965,26/01/2024,Sports & Outdoors,59.72,5,UPI
ORD10399,CUST1049,Aisha Chen,aisha.chen@example.com,,2025-01-05,Book,46.56,3,PayPal
ORD10414,CUST1064,Carlos Sato,carlos.sato@example.com,29/07/1972,02-24-2024,Books,88.33,4,Debit Card
ORD10157,CUST1157,Olga Ahmed,olga.ahmed@example.com,16/07/1969,27-Sep-2024,Sports & Outdoors,105.97,1,Cash
ORD10491,CUST1141,Mohammed Ivanov,mohammed.ivanov@example.com,03-12-1984,2024-10-24,ELECTRONICS,49.76,3,
ORD10253,CUST1253,Emma Smith,emma.smith@example.com,1990-09-25,16/04/2024,clothing ,113.66,2,UPI
ORD10396,CUST1046,Yusuf Khan,yusuf.khan@example.com,,2024-05-24,electronics,35.92,3,UPI
ORD10469,CUST1119,Sara Ali,sara.ali@example.com,2001-11-17,2024-01-03,Sports,1704.0,2,PayPal
ORD10403,CUST1053,Olga Wilson,olga.wilson@example.com,21/02/1965,03/08/2024,Clothing,50.16,2,Credit Card
ORD10358,CUST1008,Raj Davis,raj.davis@example.com,2004-08-31,30/07/2024,Home and Kitchen,41.34,4,UPI
ORD10255,CUST1255,Fatima Sato,fatima.sato@example.com,22-Jul-1985,2024-04-28,Clothes,5.0,3,Cash
ORD10277,CUST1277,Anna Sato,anna.sato@example.com,13-Sep-1972,2024-07-21,Beauty ,55.97,1,Debit Card
ORD10179,CUST1179,Emma Kumar,emma.kumar@example.com,05-05-2004,2024-12-29,clothing ,42.06,2,PayPal
ORD10282,CUST1282,Kenji Müller,kenji.müller@example.com,13/10/2004,06/09/2024,sports,69.86,2,PayPal
ORD10391,CUST1041,Aisha Johnson,aisha.johnson@example.com,30-Sep-1985,10/08/2024,home kitchen,23.05,2,Cash
ORD10238,CUST1238,Wei Ali,wei.ali@example.com,03/01/1998,24/01/2025,Clothes,55.59,1,Debit Card
ORD10072,CUST1072,Tom Ahmed,tom.ahmed@example.com,05-18-2004,25-Jun-2024,home kitchen,96.14,3,PayPal
ORD10461,CUST1111,Anna Garcia,anna.garcia@example.com,1968-03-05,2024-11-18,Beauty,,2,UPI
ORD10130,CUST1130,Mohammed Garcia,mohammed.garcia@example.com,1975-02-13,02-Dec-2024,home kitchen,34.9,3,Credit Card
ORD10145,CUST1145,Sara Kim,sara.kim@example.com,2000-07-07,01-29-2024,clothing ,57.8,1,Credit Card
ORD10449,CUST1099,Tom Khan,tom.khan@example.com,05/03/1980,2024-03-30,beauty products,34.58,1,Credit Card
ORD10336,CUST1336,James Davis,james.davis@example.com,11-12-1985,04-Feb-2025,Home and Kitchen,45.59,1,PayPal
ORD10134,CUST1134,Yusuf Chen,yusuf.chen@example.com,1969-02-14,27/01/2024,Home & Kitchen,64.21,4,
ORD10204,CUST1204,Olga Johnson,olga.johnson@example.com,10-30-2002,29-Mar-2024,beauty products,81.61,3,UPI
ORD10394,CUST1044,Fatima Sato,fatima.sato@example.com,02-01-1966,15-Aug-2024,sports,104.94,2,Credit Card
ORD10256,CUST1256,James Wang,james.wang@example.com,28/09/1993,01-Jul-2024,Beauty ,35.47,1,
ORD10073,CUST1073,Sara Wang,sara.wang@example.com,1983-04-23,02/03/2024,beauty products,48.93,2,Debit Card
ORD10236,CUST1236,Aisha Garcia,aisha.garcia@example.com,16/11/1977,17/07/2024,Clothes,69.02,4,PayPal
ORD10038,CUST1038,Mohammed Wang,mohammed.wang@example.com,24-Sep-1986,2024-12-07,Sports & Outdoors,5.0,2,Debit Card
