TransactionID,CustomerID,CustomerName,DateOfBirth,Gender,Country,ProductCategory,PurchaseDate,Quantity,UnitPrice,TotalAmount,PaymentMethod,CustomerFeedback,FeedbackSentiment,CustomerAge,AgeGroup
TXN10388,CUST1388,Fatima Rao,1986-11-10,Female,United Kingdom,Beauty,2025-01-31,1,193.63,193.63,Debit Card,value for money,Positive,38,35-44
TXN10476,CUST1476,Ananya Reddy,1982-04-28,Female,India,Electronics,2024-10-25,5,493.28,2466.4,Debit Card,average product,Neutral,42,35-44
TXN10615,CUST1615,Amit Rao,1996-07-29,Female,India,Electronics,2024-02-29,2,370.7,741.4,PayPal,5 stars,Positive,28,25-34
TXN10320,CUST1320,Emma Chen,1988-12-20,Unknown,United States,Electronics,2024-08-23,5,226.81,1134.05,PayPal,No feedback provided,No Feedback,36,35-44
TXN10621,CUST1621,Amit Kumar,1966-08-01,Female,United States,Sports,2024-09-08,4,471.81,1887.24,UPI,Good,Positive,58,45-59
TXN10594,CUST1594,Amit Lee,2004-12-20,Male,India,Clothing,2024-08-29,5,469.96,2349.8,Credit Card,"Great product, fast delivery!!",Positive,20,18-24
TXN10559,CUST1559,Rahul Das,2001-11-21,Male,United States,Beauty,2024-07-24,1,372.01,372.01,Debit Card,"Excellent service, will buy again",Positive,23,18-24
TXN10500,CUST1500,Emma Smith,1989-06-27,Unknown,United Kingdom,Sports,2025-04-23,3,342.51,1027.53,Credit Card,No feedback provided,No Feedback,35,35-44
TXN10971,CUST1971,Zara Silva,1991-12-13,Female,India,Toys,2024-03-18,3,346.05,1038.15,Credit Card,Loved it!,Positive,33,25-34
TXN10669,CUST1669,Grace Singh,1955-12-14,Female,United Kingdom,Toys,2024-08-07,5,55.13,275.65,Credit Card,packaging could be better,Neutral,69,60+
TXN10060,CUST1060,Zara Das,1985-07-26,Unknown,India,Toys,2024-09-01,1,203.35,203.35,Credit Card,Item damaged on arrival :(,Negative,39,35-44
TXN10377,CUST1377,Noah Fernandes,1986-09-05,Male,United States,Books,2025-03-02,2,147.21,294.42,Cash on Delivery,"Excellent service, will buy again",Positive,38,35-44
TXN10880,CUST1880,David Patel,1968-02-25,Male,India,Toys,2025-01-11,4,247.88,991.52,PayPal,Loved it!,Positive,56,45-59
TXN10117,CUST1117,Sara Johnson,1962-07-26,Female,United States,Electronics,2024-05-06,4,264.41,1057.64,Cash on Delivery,No feedback provided,No Feedback,62,60+
TXN10069,CUST1069,Noah Fernandes,1999-06-14,Female,India,Toys,2025-01-24,1,230.14,230.14,Cash on Delivery,Delivery was late,Negative,25,25-34
TXN10412,CUST1412,Zara Wilson,1977-12-17,Unknown,Unknown,Sports,2025-01-02,1,465.45,465.45,PayPal,"Excellent service, will buy again",Positive,47,45-59
TXN10390,CUST1390,Ken Nguyen,2001-09-26,Female,United States,Clothing,2025-03-13,2,248.11,496.22,Credit Card,Good,Positive,23,18-24
TXN10724,CUST1724,Rahul Fernandes,1977-02-20,Female,United States,Toys,2024-07-04,2,134.36,268.72,Debit Card,Loved it!,Positive,47,45-59
TXN10652,CUST1652,Yusuf Fernandes,1995-01-04,Unknown,Canada,Sports,2024-04-14,3,272.52,817.56,UPI,No feedback provided,No Feedback,29,25-34
TXN10402,CUST1402,John Lee,1977-05-02,Unknown,United Kingdom,Clothing,2025-01-12,2,233.11,466.22,PayPal,Good,Positive,47,45-59
TXN10524,CUST1524,Mia Sharma,1964-12-15,Male,United Kingdom,Sports,2024-01-21,3,91.76,275.28,Credit Card,ok,Neutral,60,60+
TXN10038,CUST1038,Ananya Wilson,1985-01-26,Unknown,Germany,Clothing,2024-12-10,2,404.25,808.5,Credit Card,Bad experience,Negative,39,35-44
TXN10760,CUST1760,Olivia Brown,1961-05-01,Female,Canada,Books,2024-04-08,5,330.37,1651.85,Debit Card,Highly recommend to everyone,Positive,63,60+
TXN10978,CUST1978,Priya Singh,1997-01-18,Female,United States,Home & Kitchen,2024-11-21,2,175.75,351.5,UPI,Loved it!,Positive,27,25-34
TXN10107,CUST1107,David Lee,1985-12-19,Male,India,Books,2024-12-13,4,265.83,1063.32,UPI,worst purchase ever,Negative,39,35-44
TXN10143,CUST1143,Fatima Patel,1987-06-07,Female,United States,Clothing,2025-02-09,2,396.23,792.46,PayPal,No feedback provided,No Feedback,37,35-44
TXN10352,CUST1352,Priya Chen,1978-05-19,Male,United Kingdom,Books,2025-01-31,3,199.29,597.87,UPI,Item damaged on arrival :(,Negative,46,45-59
TXN10357,CUST1357,Rahul Nguyen,1985-12-15,Unknown,United Kingdom,Sports,2024-01-04,2,222.75,445.5,PayPal,Loved it!,Positive,39,35-44
TXN10324,CUST1324,Zara Garcia,1991-09-18,Male,United Kingdom,Clothing,2024-04-06,4,111.72,446.88,UPI,No feedback provided,No Feedback,33,25-34
TXN10757,CUST1757,Olivia Das,1967-07-19,Female,Canada,Home & Kitchen,2024-09-24,5,271.41,1357.05,Credit Card,not happy with quality,Negative,57,45-59
TXN10252,CUST1252,Carlos Wilson,1976-05-14,Female,United States,Clothing,2024-12-30,1,26.73,26.73,PayPal,Highly recommend to everyone,Positive,48,45-59
TXN10770,CUST1770,Grace Sharma,1995-04-02,Female,Germany,Sports,2025-04-07,2,263.27,526.54,PayPal,No feedback provided,No Feedback,29,25-34
TXN10945,CUST1945,Amit Garcia,1955-09-13,Male,India,Books,2024-11-28,4,163.62,654.48,UPI,Delivery was late,Negative,69,60+
TXN10690,CUST1690,Emma Kim,1973-10-30,Female,United Kingdom,Sports,2025-02-06,4,362.64,1450.56,Credit Card,No feedback provided,No Feedback,51,45-59
TXN10056,CUST1056,John Khan,1981-05-25,Female,Canada,Clothing,2024-06-05,3,239.26,717.78,Cash on Delivery,ok,Neutral,43,35-44
TXN10216,CUST1216,Noah Lee,1969-09-29,Male,United States,Sports,2024-03-22,5,216.05,1080.25,Cash on Delivery,value for money,Positive,55,45-59
TXN10339,CUST1339,Olivia Rao,1957-03-20,Unknown,Germany,Home & Kitchen,2024-09-20,4,241.04500000000002,964.18,UPI,No feedback provided,No Feedback,67,60+
TXN10771,CUST1771,Priya Fernandes,1999-06-15,Female,India,Electronics,2024-06-22,5,426.13,2130.65,UPI,average product,Neutral,25,25-34
TXN10057,CUST1057,Noah Nguyen,1995-09-16,Male,Unknown,Clothing,2024-03-02,3,64.18,192.54,Debit Card,Good,Positive,29,25-34
TXN10980,CUST1980,Sara Brown,1980-02-13,Male,United Kingdom,Electronics,2024-03-05,5,324.19,1620.95,UPI,5 stars,Positive,44,35-44
TXN10920,CUST1920,Wei Singh,1990-09-09,Female,United States,Books,2024-02-09,3,469.49,1408.47,Cash on Delivery,Bad experience,Negative,34,25-34
TXN10170,CUST1170,Liam Patel,1956-04-06,Unknown,India,Sports,2024-12-11,2,307.42,614.84,Cash on Delivery,Highly recommend to everyone,Positive,68,60+
TXN10292,CUST1292,Yusuf Chen,,Female,Germany,Home & Kitchen,2025-01-18,3,18.59,55.77,UPI,Bad experience,Negative,43,35-44
TXN10182,CUST1182,Priya Ali,1994-05-19,Male,United States,Toys,2025-03-18,2,254.43,508.86,Cash on Delivery,No feedback provided,No Feedback,30,25-34
TXN10054,CUST1054,Noah Smith,1999-05-07,Female,United Kingdom,Clothing,2024-06-30,3,143.43,430.29,UPI,ok,Neutral,25,25-34
TXN10564,CUST1564,John Sharma,1993-08-12,Female,United Kingdom,Home & Kitchen,2025-03-12,4,232.53,930.12,PayPal,average product,Neutral,31,25-34
TXN10895,CUST1895,David Garcia,1999-06-09,Female,Canada,Books,2025-03-12,3,315.98,947.94,Credit Card,5 stars,Positive,25,25-34
TXN10347,CUST1347,Sara Patel,1959-11-18,Unknown,Canada,Sports,2024-02-07,1,129.09,129.09,PayPal,No feedback provided,No Feedback,65,60+
TXN10818,CUST1818,Carlos Singh,1955-12-26,Female,United Kingdom,Clothing,2024-11-22,2,138.24,276.48,Credit Card,5 stars,Positive,69,60+
TXN10152,CUST1152,Ananya Ali,1992-07-06,Unknown,United States,Toys,2024-06-16,3,98.97,296.91,PayPal,packaging could be better,Neutral,32,25-34
TXN10465,CUST1465,Carlos Brown,1980-09-16,Male,India,Toys,2024-08-13,3,78.91,236.73,Credit Card,ok,Neutral,44,35-44
TXN10231,CUST1231,Yusuf Garcia,1998-07-17,Female,Germany,Electronics,2024-01-24,4,13.06,52.24,Debit Card,packaging could be better,Neutral,26,25-34
TXN10798,CUST1798,Amit Garcia,1961-06-18,Female,United Kingdom,Books,2025-05-11,1,363.53,363.53,Credit Card,Delivery was late,Negative,63,60+
TXN10579,CUST1579,Priya Khan,1983-03-01,Male,Germany,Electronics,2025-04-06,3,337.48,1012.44,Cash on Delivery,Item damaged on arrival :(,Negative,41,35-44
TXN10711,CUST1711,Liam Lee,1984-02-06,Female,Germany,Books,2024-03-09,2,319.5,639.0,Cash on Delivery,5 stars,Positive,40,35-44
TXN10503,CUST1503,Rahul Khan,,Female,United Kingdom,Toys,2025-02-19,1,23.34,23.34,Credit Card,worst purchase ever,Negative,43,35-44
TXN10887,CUST1887,Zara Rao,1955-06-16,Male,Canada,Toys,2024-01-01,3,73.17,219.51,PayPal,ok,Neutral,69,60+
TXN10189,CUST1189,Noah Rao,1989-02-24,Male,Canada,Home & Kitchen,2024-06-06,3,258.84,776.52,Credit Card,5 stars,Positive,35,35-44
TXN10389,CUST1389,Noah Fernandes,,Male,United States,Home & Kitchen,2024-04-26,3,328.24,984.72,Cash on Delivery,Loved it!,Positive,43,35-44
TXN10924,CUST1924,Ananya Khan,1960-05-10,Unknown,United Kingdom,Beauty,2024-09-10,4,195.41,781.64,UPI,worst purchase ever,Negative,64,60+
TXN10810,CUST1810,Mia Garcia,1981-06-09,Female,Germany,Toys,2024-10-09,2,109.31,218.62,Debit Card,Delivery was late,Negative,43,35-44
TXN10186,CUST1186,David Garcia,1989-11-05,Male,United States,Home & Kitchen,2024-11-27,4,424.33,1697.32,UPI,not happy with quality,Negative,35,35-44
TXN10044,CUST1044,Priya Brown,1992-09-10,Unknown,United Kingdom,Books,2024-01-11,4,241.1,964.4,UPI,worst purchase ever,Negative,32,25-34
TXN10417,CUST1417,Yusuf Chen,1974-03-11,Unknown,United Kingdom,Books,2024-05-10,4,226.51,906.04,Credit Card,average product,Neutral,50,45-59
TXN10618,CUST1618,Priya Wilson,1956-09-15,Male,India,Sports,2024-02-02,4,445.12,1780.48,Cash on Delivery,packaging could be better,Neutral,68,60+
TXN10723,CUST1723,Yusuf Patel,1972-06-04,Male,Germany,Toys,2025-01-04,5,356.02,1780.1,Cash on Delivery,not happy with quality,Negative,52,45-59
TXN10966,CUST1966,Yusuf Ali,1972-06-06,Unknown,India,Toys,2024-06-14,5,373.02,1865.1,PayPal,Good,Positive,52,45-59
TXN10586,CUST1586,Sara Patel,1978-05-31,Male,India,Beauty,2024-11-04,3,229.36,688.08,Credit Card,value for money,Positive,46,45-59
TXN10817,CUST1817,Liam Lee,1964-05-13,Male,United Kingdom,Toys,2025-03-09,1,123.57,123.57,Credit Card,"Excellent service, will buy again",Positive,60,60+
TXN10353,CUST1353,Ken Wilson,2000-10-16,Female,India,Sports,2024-01-06,5,343.66,1718.3,Debit Card,packaging could be better,Neutral,24,18-24
TXN10318,CUST1318,David Wilson,1963-07-18,Female,Canada,Clothing,2024-09-03,4,78.58,314.32,Credit Card,"Great product, fast delivery!!",Positive,61,60+
TXN10323,CUST1323,Ken Lee,1963-09-28,Male,India,Home & Kitchen,2025-02-28,5,263.38,1316.9,Credit Card,value for money,Positive,61,60+
TXN10807,CUST1807,Rahul Nguyen,1983-08-25,Female,United Kingdom,Books,2025-05-13,5,397.78,1988.9,UPI,worst purchase ever,Negative,41,35-44
TXN10977,CUST1977,Sofia Patel,1968-06-27,Male,United States,Home & Kitchen,2024-12-25,2,348.55,697.1,Cash on Delivery,Delivery was late,Negative,56,45-59
TXN10799,CUST1799,Rahul Ali,1956-11-09,Unknown,United States,Toys,2025-03-01,2,127.93,255.86,Debit Card,"Great product, fast delivery!!",Positive,68,60+
TXN10709,CUST1709,Emma Brown,1964-07-01,Male,United States,Electronics,2024-07-24,1,197.65,197.65,Credit Card,Loved it!,Positive,60,60+
TXN10330,CUST1330,Sara Smith,1989-03-03,Male,Canada,Electronics,2024-04-12,2,491.85,983.7,Debit Card,not happy with quality,Negative,35,35-44
TXN10151,CUST1151,Rahul Garcia,1988-03-29,Male,United States,Home & Kitchen,2024-05-03,1,137.4,137.4,Credit Card,not happy with quality,Negative,36,35-44
TXN10958,CUST1958,Ken Johnson,1965-03-09,Female,India,Books,2024-03-06,4,302.52,1210.08,Credit Card,average product,Neutral,59,45-59
TXN10068,CUST1068,Ken Silva,1971-04-14,Female,Canada,Toys,2024-09-08,4,177.24,708.96,Credit Card,value for money,Positive,53,45-59
TXN10741,CUST1741,Liam Lee,1981-02-07,Unknown,United States,Home & Kitchen,2025-01-14,2,373.59,747.18,Cash on Delivery,Item damaged on arrival :(,Negative,43,35-44
TXN10458,CUST1458,Carlos Johnson,1985-04-26,Female,Germany,Electronics,2024-11-26,4,81.92,327.68,PayPal,No feedback provided,No Feedback,39,35-44
TXN10563,CUST1563,Amit Wilson,1999-02-27,Female,Unknown,Books,2024-09-11,5,134.52,672.6,PayPal,ok,Neutral,25,25-34
TXN10440,CUST1440,Liam Fernandes,1974-12-19,Unknown,United States,Electronics,2024-03-31,5,247.52,1237.6,PayPal,Bad experience,Negative,50,45-59
TXN10909,CUST1909,Sofia Reddy,2004-01-14,Male,United States,Books,2025-01-08,4,99.12,396.48,PayPal,No feedback provided,No Feedback,20,18-24
TXN10328,CUST1328,Olivia Johnson,2004-08-30,Female,United States,Sports,2024-12-31,3,460.99,1382.97,Debit Card,No feedback provided,No Feedback,20,18-24
TXN10523,CUST1523,Priya Rao,,Female,United Kingdom,Sports,2024-10-21,1,312.13,312.13,Credit Card,No feedback provided,No Feedback,43,35-44
TXN10786,CUST1786,Yusuf Wilson,1988-05-03,Female,India,Clothing,2024-10-26,1,444.16,444.16,Credit Card,not happy with quality,Negative,36,35-44
TXN10713,CUST1713,Grace Lee,1982-09-16,Female,India,Toys,2024-05-04,1,34.66,34.66,UPI,Good,Positive,42,35-44
TXN10973,CUST1973,Sofia Khan,1988-09-14,Unknown,United States,Clothing,2024-09-23,2,102.7,205.4,Credit Card,not happy with quality,Negative,36,35-44
TXN10499,CUST1499,Rahul Silva,1968-08-07,Female,United Kingdom,Electronics,2024-09-20,4,220.85,883.4,Credit Card,ok,Neutral,56,45-59
TXN10747,CUST1747,Rahul Ali,1961-06-11,Female,India,Home & Kitchen,2024-12-22,5,199.92,999.6,Credit Card,average product,Neutral,63,60+
TXN10983,CUST1983,Rahul Kumar,1986-11-06,Unknown,United Kingdom,Home & Kitchen,2024-09-28,5,421.88,2109.4,UPI,Item damaged on arrival :(,Negative,38,35-44
TXN10488,CUST1488,David Sharma,1985-10-04,Female,United Kingdom,Toys,2024-03-19,4,386.33,1545.32,PayPal,value for money,Positive,39,35-44
TXN10916,CUST1916,Emma Smith,1959-12-19,Unknown,Germany,Toys,2024-04-10,5,430.85,2154.25,Credit Card,ok,Neutral,65,60+
TXN10836,CUST1836,Yusuf Lee,1958-04-10,Female,United States,Beauty,2024-12-22,2,302.47,604.94,UPI,Good,Positive,66,60+
TXN10132,CUST1132,Liam Smith,1987-01-14,Male,United States,Books,2024-12-02,5,368.92,1844.6,Credit Card,No feedback provided,No Feedback,37,35-44
TXN10804,CUST1804,Grace Garcia,1970-12-22,Male,India,Sports,2024-04-02,2,263.27,526.54,UPI,No feedback provided,No Feedback,54,45-59
TXN10297,CUST1297,Noah Garcia,,Male,India,Beauty,2024-07-26,1,293.6,293.6,UPI,No feedback provided,No Feedback,43,35-44
TXN10284,CUST1284,Noah Khan,1962-10-22,Male,India,Sports,2024-06-15,5,231.79,1158.95,PayPal,Highly recommend to everyone,Positive,62,60+
TXN10858,CUST1858,Wei Johnson,1965-12-21,Male,Unknown,Electronics,2025-01-02,2,235.36,470.72,UPI,ok,Neutral,59,45-59
TXN10418,CUST1418,Grace Smith,2001-06-09,Male,United States,Home & Kitchen,2024-04-23,3,15.74,47.22,UPI,ok,Neutral,23,18-24
TXN10744,CUST1744,Ken Garcia,1980-06-04,Female,Canada,Toys,2025-02-14,5,163.47,817.35,Credit Card,Loved it!,Positive,44,35-44
TXN10131,CUST1131,Mia Khan,2002-03-12,Male,Germany,Sports,2024-10-10,4,437.3,1749.2,Cash on Delivery,No feedback provided,No Feedback,22,18-24
TXN10566,CUST1566,Zara Chen,1969-01-08,Male,India,Home & Kitchen,2024-09-10,4,310.39,1241.56,UPI,No feedback provided,No Feedback,55,45-59
TXN10616,CUST1616,John Das,1976-10-07,Male,United Kingdom,Toys,2025-03-02,1,170.26,170.26,Cash on Delivery,Highly recommend to everyone,Positive,48,45-59
TXN10115,CUST1115,Amit Rao,1996-06-04,Male,United States,Home & Kitchen,2025-03-01,1,324.11,324.11,Credit Card,No feedback provided,No Feedback,28,25-34
TXN10530,CUST1530,Noah Fernandes,1985-10-02,Female,United Kingdom,Books,2024-12-22,5,225.4,1127.0,Debit Card,average product,Neutral,39,35-44
TXN10937,CUST1937,Yusuf Wilson,2004-03-08,Male,Canada,Electronics,2025-03-09,1,305.52,305.52,PayPal,packaging could be better,Neutral,20,18-24
TXN10753,CUST1753,Yusuf Garcia,1963-12-03,Male,Canada,Toys,2025-02-11,2,205.64,411.28,Cash on Delivery,ok,Neutral,61,60+
TXN10845,CUST1845,Emma Lee,1966-05-02,Male,Canada,Sports,2025-02-05,3,419.48,1258.44,Cash on Delivery,Good,Positive,58,45-59
TXN10428,CUST1428,John Johnson,1964-12-25,Female,United Kingdom,Electronics,2024-06-18,5,109.88,549.4,UPI,ok,Neutral,60,60+
TXN10272,CUST1272,Noah Khan,1976-05-08,Male,United States,Books,2025-03-29,3,226.08,678.24,UPI,"Excellent service, will buy again",Positive,48,45-59
TXN10314,CUST1314,Wei Patel,1984-06-26,Female,United Kingdom,Home & Kitchen,2025-03-25,3,408.41,1225.23,Cash on Delivery,worst purchase ever,Negative,40,35-44
TXN10378,CUST1378,Olivia Patel,1997-10-02,Male,United States,Sports,2024-05-17,2,252.0,504.0,UPI,Loved it!,Positive,27,25-34
TXN10922,CUST1922,Mia Fernandes,1998-08-15,Male,Unknown,Clothing,2025-03-06,2,155.94,311.88,Credit Card,No feedback provided,No Feedback,26,25-34
TXN10998,CUST1998,Fatima Kumar,1967-07-18,Male,India,Home & Kitchen,2024-10-15,5,451.13,2255.65,Credit Card,No feedback provided,No Feedback,57,45-59
TXN10429,CUST1429,Zara Singh,,Female,United Kingdom,Books,2024-09-26,3,89.31,267.93,UPI,not happy with quality,Negative,43,35-44
TXN10285,CUST1285,Sara Fernandes,1968-06-04,Male,United Kingdom,Sports,2025-01-23,1,283.53,283.53,UPI,ok,Neutral,56,45-59
TXN10130,CUST1130,John Wilson,1976-09-14,Male,India,Electronics,2024-11-10,2,287.48,574.96,Credit Card,No feedback provided,No Feedback,48,45-59
TXN10396,CUST1396,Zara Chen,1955-09-30,Unknown,United Kingdom,Home & Kitchen,2024-01-05,3,241.04500000000002,723.14,PayPal,No feedback provided,No Feedback,69,60+
TXN10892,CUST1892,John Chen,1957-05-15,Male,Germany,Clothing,2024-11-10,2,292.26,584.52,PayPal,average product,Neutral,67,60+
TXN10394,CUST1394,Yusuf Singh,1995-12-17,Female,Unknown,Books,2024-11-23,3,454.92,1364.76,UPI,"Excellent service, will buy again",Positive,29,25-34
TXN10327,CUST1327,Rahul Fernandes,1977-04-09,Female,India,Home & Kitchen,2024-08-19,2,209.31,418.62,PayPal,average product,Neutral,47,45-59
TXN10672,CUST1672,David Nguyen,1982-12-02,Male,Germany,Clothing,2024-03-16,3,303.65,910.95,Credit Card,No feedback provided,No Feedback,42,35-44
TXN10211,CUST1211,Amit Das,1997-12-29,Unknown,United Kingdom,Sports,2025-04-17,5,23.2,116.0,PayPal,"Excellent service, will buy again",Positive,27,25-34
TXN10650,CUST1650,Carlos Kim,1976-03-20,Male,Germany,Sports,2024-07-16,3,35.01,105.03,Cash on Delivery,"Excellent service, will buy again",Positive,48,45-59
TXN10633,CUST1633,Olivia Rao,2001-10-09,Unknown,Canada,Clothing,2024-01-12,5,298.29,1491.45,UPI,Highly recommend to everyone,Positive,23,18-24
TXN10180,CUST1180,Ananya Das,2003-11-05,Male,India,Toys,2024-04-27,4,176.35,705.4,Credit Card,not happy with quality,Negative,21,18-24
TXN10938,CUST1938,Noah Silva,1972-06-30,Male,United States,Home & Kitchen,2024-05-04,2,230.63,461.26,Credit Card,Bad experience,Negative,52,45-59
TXN10041,CUST1041,Grace Johnson,1994-09-15,Unknown,Canada,Sports,2024-08-06,4,449.12,1796.48,PayPal,packaging could be better,Neutral,30,25-34
TXN10307,CUST1307,John Reddy,2000-04-09,Male,India,Books,2024-11-29,4,438.89,1755.56,PayPal,No feedback provided,No Feedback,24,18-24
TXN10674,CUST1674,Noah Brown,1997-09-05,Male,Canada,Home & Kitchen,2025-03-12,5,481.72,2408.6,Cash on Delivery,No feedback provided,No Feedback,27,25-34
TXN10374,CUST1374,Mia Silva,1975-04-21,Female,United Kingdom,Beauty,2024-10-21,3,91.64,274.92,PayPal,"Excellent service, will buy again",Positive,49,45-59
TXN10522,CUST1522,Ken Das,1967-06-09,Unknown,Germany,Toys,2024-07-08,1,430.89,430.89,Cash on Delivery,No feedback provided,No Feedback,57,45-59
TXN10205,CUST1205,Emma Reddy,2001-10-01,Female,India,Clothing,2024-03-12,3,137.86,413.58,Debit Card,Highly recommend to everyone,Positive,23,18-24
TXN10842,CUST1842,Mia Kim,2000-07-14,Male,Canada,Home & Kitchen,2024-06-06,2,7.06,14.12,Credit Card,"Great product, fast delivery!!",Positive,24,18-24
TXN10833,CUST1833,Carlos Nguyen,1992-08-07,Female,United Kingdom,Books,2025-02-05,4,180.57,722.28,Cash on Delivery,"Great product, fast delivery!!",Positive,32,25-34
TXN10273,CUST1273,Mia Silva,1964-09-10,Male,India,Beauty,2025-01-10,2,442.85,885.7,Cash on Delivery,No feedback provided,No Feedback,60,60+
TXN10009,CUST1009,Zara Khan,1959-03-24,Female,Canada,Clothing,2025-02-09,5,36.45,182.25,PayPal,No feedback provided,No Feedback,65,60+
TXN10356,CUST1356,Yusuf Chen,1970-08-06,Female,India,Home & Kitchen,2024-10-27,5,129.54,647.7,UPI,No feedback provided,No Feedback,54,45-59
TXN10995,CUST1995,Carlos Patel,1981-06-17,Female,United Kingdom,Home & Kitchen,2024-02-17,3,291.45,874.35,PayPal,No feedback provided,No Feedback,43,35-44
TXN10655,CUST1655,Ananya Khan,1990-06-19,Unknown,United States,Books,2024-10-11,4,109.37,437.48,Cash on Delivery,No feedback provided,No Feedback,34,25-34
TXN10071,CUST1071,Carlos Silva,2004-04-09,Male,Unknown,Books,2024-09-05,1,236.70499999999998,236.7,UPI,value for money,Positive,20,18-24
TXN10398,CUST1398,Grace Silva,1980-07-16,Unknown,India,Beauty,2024-04-06,2,72.63,145.26,PayPal,packaging could be better,Neutral,44,35-44
TXN10939,CUST1939,Ken Fernandes,1987-06-20,Unknown,United Kingdom,Sports,2024-02-09,4,304.58,1218.32,Cash on Delivery,No feedback provided,No Feedback,37,35-44
TXN10742,CUST1742,Noah Ali,1955-02-25,Male,United Kingdom,Sports,2024-04-07,4,163.22,652.88,Debit Card,No feedback provided,No Feedback,69,60+
TXN10537,CUST1537,Emma Silva,1972-07-23,Male,United Kingdom,Toys,2024-08-16,5,200.24,1001.2,PayPal,not happy with quality,Negative,52,45-59
TXN10140,CUST1140,Mia Nguyen,1994-10-30,Unknown,United States,Sports,2024-07-06,3,326.53,979.59,Credit Card,"Great product, fast delivery!!",Positive,30,25-34
TXN10169,CUST1169,Ananya Das,2003-09-28,Female,United States,Toys,2024-09-15,3,100.44,301.32,Debit Card,packaging could be better,Neutral,21,18-24
TXN10008,CUST1008,Liam Garcia,1977-02-15,Male,India,Books,2024-10-26,5,202.7,1013.5,Debit Card,No feedback provided,No Feedback,47,45-59
TXN10857,CUST1857,Rahul Smith,1965-04-14,Unknown,India,Beauty,2025-02-08,3,126.43,379.29,Cash on Delivery,No feedback provided,No Feedback,59,45-59
TXN10519,CUST1519,Liam Smith,1993-05-29,Female,India,Beauty,2024-10-23,5,473.39,2366.95,Credit Card,Highly recommend to everyone,Positive,31,25-34
TXN10683,CUST1683,Zara Wilson,1996-08-26,Male,Canada,Home & Kitchen,2024-09-26,4,239.51,958.04,Credit Card,Good,Positive,28,25-34
TXN10094,CUST1094,Emma Johnson,1968-03-28,Male,Unknown,Toys,2024-03-15,5,129.07,645.35,Credit Card,Item damaged on arrival :(,Negative,56,45-59
TXN10535,CUST1535,Noah Rao,1997-07-08,Unknown,United Kingdom,Books,2024-03-16,4,172.65,690.6,PayPal,not happy with quality,Negative,27,25-34
TXN10805,CUST1805,Sara Silva,1999-10-16,Male,Germany,Books,2025-02-12,1,431.55,431.55,Debit Card,No feedback provided,No Feedback,25,25-34
TXN10699,CUST1699,Ananya Ali,1970-09-17,Female,United States,Sports,2025-01-10,4,195.41,781.64,Credit Card,worst purchase ever,Negative,54,45-59
TXN10492,CUST1492,Yusuf Ali,1996-05-14,Female,Canada,Sports,2025-01-29,5,172.02,860.1,Debit Card,No feedback provided,No Feedback,28,25-34
TXN10080,CUST1080,Ken Patel,1981-11-12,Male,India,Toys,2024-01-29,3,190.55,571.65,PayPal,Highly recommend to everyone,Positive,43,35-44
TXN10576,CUST1576,Sofia Johnson,1960-10-12,Unknown,India,Home & Kitchen,2025-02-25,2,131.94,263.88,Cash on Delivery,Bad experience,Negative,64,60+
TXN10343,CUST1343,John Singh,1960-09-03,Male,Canada,Toys,2024-02-07,5,57.54,287.7,UPI,"Excellent service, will buy again",Positive,64,60+
TXN10994,CUST1994,Carlos Garcia,1982-11-09,Female,Canada,Home & Kitchen,2024-04-01,2,284.69,569.38,UPI,No feedback provided,No Feedback,42,35-44
TXN10050,CUST1050,Ananya Lee,1957-04-21,Male,Canada,Beauty,2024-07-22,1,298.09,298.09,UPI,Delivery was late,Negative,67,60+
TXN10251,CUST1251,John Fernandes,1957-02-22,Male,India,Books,2025-03-05,3,5.72,17.16,UPI,Delivery was late,Negative,67,60+
TXN10982,CUST1982,Priya Garcia,2000-11-27,Female,Canada,Beauty,2024-06-16,5,381.2,1906.0,Cash on Delivery,worst purchase ever,Negative,24,18-24
TXN10593,CUST1593,Mia Reddy,1996-02-08,Male,United Kingdom,Clothing,2025-03-22,4,344.99,1379.96,Cash on Delivery,Loved it!,Positive,28,25-34
TXN10136,CUST1136,Zara Nguyen,2001-08-02,Unknown,United States,Books,2024-08-05,4,303.21,1212.84,PayPal,average product,Neutral,23,18-24
TXN10599,CUST1599,Sara Kumar,1958-08-29,Male,Canada,Sports,2024-09-05,4,60.68,242.72,Debit Card,Delivery was late,Negative,66,60+
TXN10910,CUST1910,Mia Nguyen,1967-05-15,Female,India,Books,2024-07-11,5,43.68,218.4,UPI,Delivery was late,Negative,57,45-59
TXN10659,CUST1659,Ken Nguyen,1972-04-24,Male,United States,Books,2024-01-11,3,99.8,299.4,UPI,Bad experience,Negative,52,45-59
TXN10383,CUST1383,Olivia Silva,1976-04-10,Female,United Kingdom,Home & Kitchen,2024-07-06,4,214.85,859.4,Cash on Delivery,No feedback provided,No Feedback,48,45-59
TXN10026,CUST1026,Olivia Rao,,Male,United States,Electronics,2025-01-15,2,139.81,279.62,Cash on Delivery,Good,Positive,43,35-44
TXN10048,CUST1048,Zara Smith,2003-05-24,Male,Unknown,Books,2024-02-05,1,475.06,475.06,Credit Card,Item damaged on arrival :(,Negative,21,18-24
